book_id,title,author,isbn,category,language,publisher,published_year,shelf_location,is_available,status,copies
237,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D1,No,Lost,10
238,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A1,Yes,Damaged,10
239,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,No,Lost,7
240,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C6,No,Damaged,2
241,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C3,Yes,Lost,9
242,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E7,Yes,Active,9
243,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B3,No,Damaged,1
244,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B9,No,Active,2
245,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C9,Yes,Damaged,2
246,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C9,Yes,Damaged,2
247,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E10,No,Active,10
248,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A10,No,Lost,10
249,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D9,Yes,Active,4
250,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B10,No,Active,9
251,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A6,No,Active,4
252,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C2,Yes,Active,9
253,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B4,No,Lost,2
254,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E6,Yes,Lost,8
255,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A9,Yes,Damaged,4
256,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A2,Yes,Active,9
257,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C10,Yes,Damaged,10
258,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A9,Yes,Damaged,2
259,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C3,No,Lost,9
260,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D8,Yes,Lost,4
261,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E2,Yes,Lost,3
262,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D2,No,Damaged,2
263,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A5,Yes,Damaged,10
264,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D10,Yes,Active,2
265,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A8,Yes,Active,5
266,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A10,No,Lost,6
267,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D5,No,Active,8
268,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B6,No,Active,7
269,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E5,Yes,Lost,4
270,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,No,Lost,3
271,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C4,Yes,Active,4
272,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A1,Yes,Damaged,2
273,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D4,Yes,Active,8
274,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C6,Yes,Active,10
275,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D9,No,Lost,4
276,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E4,No,Active,4
277,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C6,No,Damaged,1
278,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E7,Yes,Active,4
279,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B8,Yes,Damaged,7
280,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C6,No,Lost,10
281,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A5,Yes,Lost,9
282,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A9,Yes,Damaged,2
283,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C1,Yes,Active,10
284,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A10,No,Damaged,5
285,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A7,Yes,Lost,3
286,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B9,No,Active,4
287,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E10,Yes,Active,2
288,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B7,Yes,Active,5
289,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E3,No,Damaged,10
290,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B2,Yes,Lost,9
291,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E1,Yes,Active,6
292,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D8,No,Damaged,10
293,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B9,No,Lost,4
294,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C2,No,Lost,2
295,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C4,Yes,Lost,2
296,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A7,No,Damaged,3
297,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E10,No,Active,2
298,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A7,Yes,Lost,9
299,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B2,Yes,Damaged,10
300,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D9,No,Lost,5
301,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,Yes,Lost,9
302,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C9,No,Lost,8
303,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A2,No,Damaged,7
304,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D4,Yes,Active,3
305,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C10,No,Lost,9
306,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C8,Yes,Active,4
307,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B8,Yes,Active,2
308,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D8,Yes,Damaged,5
309,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E8,Yes,Damaged,9
310,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C8,No,Lost,6
311,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B2,Yes,Lost,8
312,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A7,No,Damaged,5
313,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C7,Yes,Active,7
314,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E5,Yes,Lost,5
315,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C7,Yes,Lost,7
316,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D8,No,Damaged,6
317,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B4,Yes,Lost,6
318,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D5,No,Lost,6
319,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E5,No,Damaged,1
320,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B1,No,Lost,2
321,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A10,No,Active,6
322,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B2,Yes,Damaged,9
323,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E9,Yes,Active,9
324,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A1,Yes,Lost,7
325,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A8,Yes,Active,6
326,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B3,Yes,Damaged,8
327,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C5,Yes,Damaged,9
328,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D5,No,Active,2
329,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D5,No,Lost,7
330,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E4,Yes,Active,6
331,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E8,No,Damaged,1
332,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A1,No,Active,3
333,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,Yes,Lost,1
334,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B10,No,Damaged,7
335,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B7,No,Damaged,9
336,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C6,Yes,Lost,3
337,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A1,Yes,Damaged,4
338,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C5,Yes,Active,10
339,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,No,Lost,8
340,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C3,Yes,Active,10
341,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D4,No,Active,8
342,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D3,No,Active,5
343,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B10,No,Lost,6
344,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D8,No,Damaged,9
345,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B2,Yes,Lost,3
346,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A1,Yes,Damaged,1
347,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E6,Yes,Active,1
348,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B4,Yes,Active,7
349,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E3,No,Lost,4
350,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E10,No,Active,5
351,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E8,No,Lost,2
352,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C3,Yes,Damaged,7
353,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A6,No,Lost,10
354,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D10,No,Lost,10
355,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A6,No,Lost,7
356,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A7,Yes,Active,5
357,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E8,Yes,Damaged,9
358,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E3,No,Lost,10
359,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C3,Yes,Active,6
360,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C5,No,Active,4
361,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C4,No,Active,8
362,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E10,Yes,Lost,2
363,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Active,2
364,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C3,Yes,Lost,7
365,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,No,Active,7
366,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B6,Yes,Damaged,9
367,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C3,Yes,Active,10
368,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B4,Yes,Active,10
369,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B1,No,Active,8
370,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B10,Yes,Damaged,10
371,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B6,Yes,Lost,2
372,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A5,No,Lost,5
373,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Active,6
374,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B7,No,Damaged,6
375,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B6,Yes,Lost,1
376,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E10,No,Lost,5
377,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B2,No,Active,7
378,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E6,Yes,Lost,2
379,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D9,No,Damaged,2
380,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E3,Yes,Active,7
381,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D7,Yes,Damaged,10
382,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B8,Yes,Active,9
383,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C9,Yes,Active,10
384,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A6,Yes,Active,6
385,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A3,No,Active,10
386,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A10,No,Lost,3
387,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E2,Yes,Damaged,4
388,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A9,Yes,Damaged,2
389,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D2,Yes,Damaged,10
390,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D3,No,Active,8
391,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E7,No,Damaged,10
392,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D6,Yes,Lost,6
393,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B7,Yes,Lost,8
394,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E5,Yes,Active,7
395,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A3,No,Damaged,8
396,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E8,Yes,Active,6
397,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D5,Yes,Damaged,4
398,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A3,Yes,Active,9
399,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D2,Yes,Active,6
400,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C3,Yes,Lost,4
401,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A1,No,Lost,1
402,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B1,Yes,Active,9
403,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B3,Yes,Active,4
404,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C10,No,Lost,5
405,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C10,Yes,Active,2
406,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B1,No,Damaged,3
407,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D2,No,Lost,1
408,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E7,No,Active,10
409,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E2,No,Active,1
410,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A10,Yes,Lost,1
411,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E6,Yes,Active,1
412,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C3,No,Lost,4
413,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D10,No,Lost,1
414,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C3,No,Active,3
415,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B6,Yes,Damaged,5
416,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B7,Yes,Damaged,1
417,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C5,No,Active,2
418,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E10,Yes,Damaged,1
419,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B10,Yes,Active,1
420,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E10,Yes,Lost,8
421,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A5,Yes,Lost,2
422,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E10,No,Active,9
423,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D3,Yes,Active,6
424,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A5,No,Damaged,1
425,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D4,No,Lost,6
426,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E1,No,Damaged,8
427,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D1,No,Lost,3
428,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E1,No,Damaged,2
429,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D7,No,Lost,8
430,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B6,No,Lost,1
431,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E3,No,Damaged,1
432,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D9,No,Damaged,9
433,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E4,No,Lost,9
434,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B9,Yes,Damaged,9
435,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A5,No,Damaged,8
436,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E8,Yes,Damaged,7
437,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D4,No,Lost,1
438,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E7,Yes,Active,4
439,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D9,No,Damaged,9
440,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D3,Yes,Damaged,8
441,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C8,Yes,Active,9
442,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E6,Yes,Active,2
443,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E1,No,Active,9
444,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D7,Yes,Active,7
445,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C10,No,Active,7
446,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D7,Yes,Lost,6
447,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A6,No,Active,4
448,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C5,No,Active,7
449,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A10,No,Active,4
450,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E8,No,Lost,8
451,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C5,No,Damaged,5
452,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E10,Yes,Active,2
453,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E8,No,Active,10
454,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B10,Yes,Active,7
455,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B6,No,Damaged,1
456,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B3,No,Damaged,2
457,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A10,Yes,Damaged,10
458,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E3,No,Damaged,10
459,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C7,No,Damaged,6
460,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A1,Yes,Active,4
461,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D10,No,Damaged,10
462,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E6,No,Lost,9
463,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B5,No,Active,4
464,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D10,Yes,Active,9
465,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C9,No,Damaged,2
466,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B2,No,Damaged,4
467,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C5,Yes,Damaged,5
468,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B10,Yes,Damaged,2
469,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A10,No,Lost,6
470,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A6,Yes,Lost,2
471,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A9,No,Lost,10
472,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B1,No,Active,4
473,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C4,No,Active,10
